link,topic,likes,views,upload_year,subscriber_count,title,duration,description,channel_name
https://www.youtube.com/watch?v=CVUeGLkWdEM&pp=ygU-QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEZWR1Y3RpdmUgUmVhc29uaW5nL1N0YXRlbWVudCBBbmFseXNpcyA%3D,Deductive Reasoning/Statement Analysis,1K,58K,2022.0,410K subscribers,How to Pass Deductive Logical Thinking Assessment Test: Questions and Answers,,"A deductive logical thinking assessment test is designed to evaluate a person's ability to use deductive reasoning and logical thinking to solve problems and draw conclusions. Deductive reasoning is a process of reasoning from general statements, known as premises, to specific conclusions.",Online Training for Everyone
https://www.youtube.com/watch?v=huE8wdtlPkk&pp=ygU-QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEZWR1Y3RpdmUgUmVhc29uaW5nL1N0YXRlbWVudCBBbmFseXNpcyA%3D,Deductive Reasoning/Statement Analysis,1,80,2021.0,109K subscribers,Logical reasoning for SBI PO/IBPS PO/SSC CGL/RRB PO. Model questions with special approach for exams,,Reasoning ability for different government exams with detailed solution and explanation along with special shortcut tricks.,SOURAV SIR'S CLASSES
https://www.youtube.com/watch?v=u8FGPJzW140&pp=ygU-QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEZWR1Y3RpdmUgUmVhc29uaW5nL1N0YXRlbWVudCBBbmFseXNpcyA%3D,Deductive Reasoning/Statement Analysis,15K,800K,2018.0,1.21M subscribers,"Statement and Arguments - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Statement and Argument. Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=sv-9w36NKMw&pp=ygU-QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEZWR1Y3RpdmUgUmVhc29uaW5nL1N0YXRlbWVudCBBbmFseXNpcyDSBwkJfgkBhyohjO8%3D,Deductive Reasoning/Statement Analysis,187,11K,,410K subscribers,Deductive Logical Thinking Exam,,"A deductive logical thinking assessment test is designed to evaluate a person's ability to use deductive reasoning and logical thinking to solve problems and draw conclusions. Deductive reasoning is a process of reasoning from general statements, known as premises, to specific conclusions.",Online Training for Everyone
https://www.youtube.com/watch?v=8ZZp9LwXPDI&pp=ygU-QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEZWR1Y3RpdmUgUmVhc29uaW5nL1N0YXRlbWVudCBBbmFseXNpcyA%3D,Deductive Reasoning/Statement Analysis,36K,1.9M,2018.0,1.21M subscribers,"Statement and Conclusion - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Statement and Conclusion. Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=taDtnU4CyWk&pp=ygU-QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEZWR1Y3RpdmUgUmVhc29uaW5nL1N0YXRlbWVudCBBbmFseXNpcyA%3D,Deductive Reasoning/Statement Analysis,264,11K,,425K subscribers,Deductive Reasoning | General Aptitude | NIELIT & ISRO 2023 | BYJU'S GATE,,Deductive Reasoning | General Aptitude | NIELIT & ISRO 2023 | BYJU'S GATE,"BYJU'S Exam Prep GATE & ESE: EE,EC,IN,CS"
https://www.youtube.com/watch?v=azRxI1e6Ekk&pp=ygU-QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEZWR1Y3RpdmUgUmVhc29uaW5nL1N0YXRlbWVudCBBbmFseXNpcyA%3D,Deductive Reasoning/Statement Analysis,23K,1M,2018.0,1.21M subscribers,"Statement and Assumptions - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Statement and Assumptions. Extremely helpful for the preparation of entrance exams like MBA, Banking – IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=dlEVzbnPJYE&pp=ygU-QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEZWR1Y3RpdmUgUmVhc29uaW5nL1N0YXRlbWVudCBBbmFseXNpcyA%3D,Deductive Reasoning/Statement Analysis,0,13,2021.0,109K subscribers,REASONING ABILITY FOR SBI PO/IBPS PO/SSC CGL/RRB PO.EXAM CHEAT SHEET WITH SPECIAL SHORTCUT FOR EXAM,,"LR for different government exams with detailed solution and special tricks and tips for problem solving.
 
FOR ANY QUESTIONS/ STUDY MATERIALS / MOCK TESTS FEEL FREE TO ",SOURAV SIR'S CLASSES
https://www.youtube.com/watch?v=i3R73_uNJqw&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaWNlcyA%3D,Dices,2.5K,63K,,951K subscribers,UPSC CSAT - All about Cubes & Dices | UPSC 2025 -26 | Short Tricks | OnlyIAS CSAT,,To Download this Lecture Pdf - Click Here - ,OnlyIAS Extended
https://www.youtube.com/watch?v=gR0nddqX9ZQ&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaWNlcyA%3D,Dices,1.7K,38K,,1.13M subscribers,CUET 2025 General Aptitude Test | Cube and Dice | CUET Reasoning | Day 6,00:15:00,"ðŸ‘‰ð…ð¨ð« ððšð­ðœð¡ ð€ðð¦ð¢ð¬ð¬ð¢ð¨ð§ ð«ðžð¥ðšð­ðžð ðªð®ðžð«ð¢ðžð¬, ð‚ðšð¥ð¥ ð®ð¬ ðŸ‘‰ ðŸ¬ðŸµðŸ²ðŸ±ðŸ¬ðŸ¬ðŸ³ðŸ²ðŸ®ðŸ°ðŸ³
CUET 2025 General Aptitude Test | Cube and Dice | CUET Reasoning | Day 6",CUET Adda247
https://www.youtube.com/watch?v=hwDgfrjbf90&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaWNlcyA%3D,Dices,80,2.4K,2021.0,238K subscribers,"Cubes, Dices and Direction Sense | Lec 10 | General Aptitude | Sankalp Batch | GATE 2021 CSE",,"Prepare General Aptitude under Sankalp batch for GATE 2021 Exam. In this lecture, 'Cubes, Dices and Direction Sense' from the general aptitude is covered by Aishwaria Vijay ma'am. Use her code âž¤ Use Referral Code:",Unacademy Computer Science
https://www.youtube.com/watch?v=KCqMrfWYe58&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaWNlcyA%3D,Dices,63,1.2K,,7.11K subscribers,SSC JE 2023 | Cubes and Dices | Aptitude and Reasoning | Atul Sir | GB Lions,,"SSC JE 2023 | Cubes and Dices | Aptitude and Reasoning | Atul Sir | GB Lions

Aptitude and Reasoning Playlist: ",GAME- AE & JE
https://www.youtube.com/watch?v=uC6uqjYM5Zc&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaWNlcyA%3D,Dices,38K,823K,2023.0,2.23M subscribers,Dice Reasoning Trick | Maths Trick | imran sir maths,,#Don,imran sir maths
https://www.youtube.com/watch?v=EuBuw9Cy5fY&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaWNlcyA%3D,Dices,5.7K,240K,2022.0,1.73M subscribers,Dice(Lesson-1) | Introduction | Reasoning Topic,,#FeelFreetoLearn,Feel Free to Learn
https://www.youtube.com/watch?v=jEKkTU0ec2U&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaWNlcyA%3D,Dices,885,38K,2023.0,138K subscribers,Aptitude | Cubes and Dices in One Shot | GATE 2023,,ðŸ”´ GATE WALLAH Batches Enrollment Link: , GATE Wallah (English)
https://www.youtube.com/watch?v=RiA4LE_BmqE&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaWNlcyA%3D,Dices,25K,559K,,2.23M subscribers,Dice Reasoning Trick | Reasoning | Maths Trick | imran sir maths,,In this video you will learn amazing trick to solve Dice Reasoning Questions...,imran sir maths
https://www.youtube.com/watch?v=4mKmmWO3P5w&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXJlY3Rpb25zIA%3D%3D,Directions,9.8K,218K,,2.23M subscribers,Direction and Distance Trick | Reasoning Tricks | Maths Trick | imran sir maths,,Direction and Distance Tricks | Reasoning Tricks | Maths Tricks | imran sir maths,imran sir maths
https://www.youtube.com/watch?v=_xxfVxwL8nU&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXJlY3Rpb25zIA%3D%3D,Directions,54,2.9K,2019.0,677K subscribers,Directions | Additional Example - 17 | Reasoning Ability | TalentSprint Aptitude Prep,,The video takes us through an example of Directions sense aiming to test the reasoning ability of the candidate. It provides an idea of how to deal with such questions. ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=df9g1TxbXuA&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXJlY3Rpb25zIA%3D%3D,Directions,54,2.4K,2020.0,677K subscribers,Directions | Additional Example - 7 | Reasoning Ability | TalentSprint Aptitude Prep,,Subscribe @ ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=NToHCrw9lWE&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXJlY3Rpb25zIA%3D%3D,Directions,545,30K,2021.0,1.93M subscribers,"SSC, RRB & Bank Exams Common Topic Directions Full Series - Aptitude Made Easy",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).",FreshCareers
https://www.youtube.com/watch?v=x0WkptLF6oE&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXJlY3Rpb25zIA%3D%3D,Directions,86K,4.3M,2018.0,1.21M subscribers,"Direction Sense Test - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Direction Sense. Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=rqUvG2-QqxA&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXJlY3Rpb25zIA%3D%3D,Directions,57,884,2022.0,5.22K subscribers,How to solve Directions Questions easily in 5 sec | Reasoning | Aptitude | Logical Ability,,"In this step-by-step tutorial, learn about the easy way to solve Directions questions with very less time.
Direction Sense is the most confusing topic for all , I tried my best to teach you and make you understand. 
Feel free to reach me if you want a personal training on Quantitative Aptitude / Logical Reasoning for CR",AJMATHMATRICS
https://www.youtube.com/watch?v=HwSqwBZ_NkY&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXJlY3Rpb25zIA%3D%3D,Directions,21K,723K,2022.0,1.14M subscribers,DIRECTIONS 2 SEC TRICK WITHOUT DIAGRAM | NO PEN NO PAPER | By Chandan Venna,,#Chandan_Logics,Chandan Logics
https://www.youtube.com/watch?v=anA9zC7_uYc&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXJlY3Rpb25zIA%3D%3D,Directions,600,30K,,472K subscribers,General Aptitude 12 l Direction Sense | GATE 2024 For All Branches,,Check Batch Here: ,GATE Wallah
https://www.youtube.com/watch?v=01G1dibUDUM&pp=ygUgQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXNjb3VudCA%3D,Discount,6.6K,152K,,661K subscribers,TCS NQT 2025 Complete Aptitude Revision | 8-10 Marks DONE in Exam | Pratik Shrivastava Sir,,ðŸš¨TCS NQT Crash Course: ,OnlineStudy4u
https://www.youtube.com/watch?v=xsAkBOee_20&pp=ygUgQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXNjb3VudCA%3D,Discount,524,37K,2022.0,297K subscribers,TRUE DISCOUNT | Quantitative Aptitude | Chapter - 32 | S Chand Academy,,"This video is prepared for doubt clarity covering all concepts with examples, making ""True Discount"" topic easy to understand to students.",S Chand Academy
https://www.youtube.com/watch?v=R1RdtNGW1Pg&pp=ygUgQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXNjb3VudCA%3D,Discount,81,1K,,131K subscribers,Cuet General Aptitude Test | Discount (à¤›à¥‚à¤Ÿ ) | Quantitative Aptitude | Cuet Reasoning 2025,,Cuet General Aptitude Test | Discount  (à¤›à¥‚à¤Ÿ ) | Quantitative Aptitude | Cuet Reasoning 2025,Alpha Cuet
https://www.youtube.com/watch?v=n15wRHWa7vI&pp=ygUgQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXNjb3VudCA%3D,Discount,82,14K,2016.0,32.2K subscribers,"Quantitative Aptitude: Profit, Loss & Discount",,"Confused over SP, CP and MP?. When a salesman tells you we have a 30% + 20% discount scheme, you think it is a 50% discount. Its NOT!! Why ? See the video and you will get the answer :)",EduSaathi
https://www.youtube.com/watch?v=_TdyTKpNY8g&pp=ygUgQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXNjb3VudCA%3D,Discount,16K,735K,2021.0,1.93M subscribers,"Aptitude Made Easy – Problems on Percentages full series, Learn maths #StayHome",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).
                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=_cW7_BUDYcw&pp=ygUgQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXNjb3VudCA%3D,Discount,67K,4.3M,2018.0,1.93M subscribers,"Aptitude Made Easy - Profit & Loss – Basics and Methods, Profit and loss shortcuts, Math tricks",,"Aptitude Made Easy - Profit & Loss – Basics and Methods, Profit and loss shortcuts, Math tricks",FreshCareers
https://www.youtube.com/watch?v=So02BxHOHgM&pp=ygUgQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXNjb3VudCA%3D,Discount,1.2K,79K,2020.0,677K subscribers,Profit and Loss | Basic Model 8 - Marked Price and Discount | Quantitative Aptitude | TalentSprint,,Do you Like our videos? Then Subscribe to our channel - ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=FW97hRrHcSw&pp=ygUgQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBEaXNjb3VudCA%3D,Discount,5.2K,365K,2018.0,1.21M subscribers,"Discount - Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",,"Crack the quantitative aptitude section of Placement Test or Job Interview at any company with shortcuts & tricks on Discount. Extremely helpful to crack entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=-mF_11AXt0Q&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBFbWJlZGRlZCBJbWFnZXMg,Embedded Images,5.5K,124K,,4.33M subscribers,ðŸ”´Embedded Figure | Reasoning by Vikramjeet Sir | Mahabharat Batch | SSC Reasoning Latest Questions,,"ðŸ”´Reasoning Guru Tricks click below ðŸ”´
ðŸ‘‰ðŸ‘‰",RANKERS GURUKUL
https://www.youtube.com/watch?v=Wf77Uz-hHXA&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBFbWJlZGRlZCBJbWFnZXMg,Embedded Images,15,74,,223 subscribers,Embedded Figures | Reasoning | ALL Competitive Examinations | By Shubham Sir | Decode Quants,,"Embedded figures tests are the tests where figures are embedded inside another figure. In the embedded figure questions, a unique figure is embedded or hidden inside any of the four options provided in the answer. 
You have to choice the correct answer.",Shubham Jain 
https://www.youtube.com/watch?v=mz_d7azOTT4&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBFbWJlZGRlZCBJbWFnZXMg,Embedded Images,16K,513K,,1.14M subscribers,"Non Verbal Reasoning All Previous Year Questions | 2 Sec Trick | SSC, RRB Ntpc, AP/TS Groups - 4, Si",,#Onlineclasses_CL_9676578793,Chandan Logics
https://www.youtube.com/watch?v=t7zRboobwAA&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBFbWJlZGRlZCBJbWFnZXMg,Embedded Images,34K,1.9M,2018.0,1.21M subscribers,"Non Verbal Analogy - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Non Verbal Analogy . Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=HxSsFHfnksw&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBFbWJlZGRlZCBJbWFnZXMg,Embedded Images,7,303,,3.23K subscribers,Embedded Images - Part 2 | Non Verbal Reasoning Tricks | Reasoning in Hindi | SSC | CHSL | CUET |RRB,,"Watch Reasoning mantra for understanding how to answer questions based on embedded images in just 2 seconds. Most important previous year questions from the SSC exams have been discussed in this video.
Answer to Q5 - Option 2",Suresh Aggarwal's Reasoning Mantra
https://www.youtube.com/watch?v=rjCmGhY6cYQ&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBFbWJlZGRlZCBJbWFnZXMg,Embedded Images,822,40K,2020.0,677K subscribers,Embedded Figures | Basic Example | Reasoning Ability | TalentSprint Aptitude Prep,,"In almost every competitive exams, embedded figure problems are very rare to not encounter. Such questions demand great learning patience and to get it you need to clear the basic related doubts. For this, you will get help from this video of TalentSprint and you will know tricks on how to solve embedded figure problems ",TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=KF1CUtNyYQA&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBFbWJlZGRlZCBJbWFnZXMg,Embedded Images,1,56,2018.0,2.83K subscribers,"Embedded Images|| Non Verbal Reasoning MCQs – Part 1 For Bank Exams, RBI, MBA, RRB, IAS, IFS etc..",,"Embedded Images - Non Verbal Reasoning  MCQs FOR BANK EXAMS - In this video, we shall discuss Embedded Images ( non-Verbal Reasoning).This session is very important for all government competitive exams like IBPS PO, SBI PO, RBI, BANK PO, SSC, CGL,SBI PO VACANCY,CLERK, RAILWAYS, LIC, IBPS CLE",Global Education
https://www.youtube.com/watch?v=F645bwfb5gI&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBFbWJlZGRlZCBJbWFnZXMg0gcJCX4JAYcqIYzv,Embedded Images,2.1K,48K,,1.14M subscribers,"Non Verbal Reasoning All PYQâ€™S | Concept & 2 Sec Tricks | SSC, RRB NTPC, AP/TS SI PC & Groups",,#onlineclasses_cl_9676578793,Chandan Logics
https://www.youtube.com/watch?v=Zt5f_8_gT2s&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBGaWd1cmUgTWF0cml4IA%3D%3D,Figure Matrix,226,11K,,26.1K subscribers,Figure Matrix tricks | Non Verbal Reasoning | चित्र आव्यूह | #cgl #cpo #chsl #mts #rrb #ntpc #ssc,,Figure Matrix Playlist Link,Wifistudy Plus
https://www.youtube.com/watch?v=F12UzU47KKc&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBGaWd1cmUgTWF0cml4IA%3D%3D,Figure Matrix,3,143,,161K subscribers,Chapter 11 Figure Matrix | Aptitude and Reasoning Class 6,,Chapter 11 Figure Matrix | Aptitude and Reasoning Class 6,Blueprint Digital
https://www.youtube.com/watch?v=5-4xEDnJZhs&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBGaWd1cmUgTWF0cml4IA%3D%3D,Figure Matrix,21,1K,2021.0,22.9K subscribers,Lesson 8 Non Verbal Reasoning | CSEET - FIGURE MATRIX | Prof Sameena Jahangir,,"Lesson 8  Non Verbal Reasoning | CSEET - FIGURE MATRIX | Prof Sameena Jahangir

Topics ",Jahangir Tutorials
https://www.youtube.com/watch?v=sNOU5a3TKC8&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBGaWd1cmUgTWF0cml4IA%3D%3D,Figure Matrix,5,13,2021.0,3.47K subscribers,Figure Matrix Problems || Reasoning,,"In this video Jyoti ma'am is discussing Figure Matrix based problems.
This course will help all of you to increase your aptitude.
This is a major course which will help you in many exams like IMO, NTSE, Government exams, and other",JimsOrbit
https://www.youtube.com/watch?v=DW2y23xS2QI&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBGaWd1cmUgTWF0cml4INIHCQl-CQGHKiGM7w%3D%3D,Figure Matrix,194,5K,2021.0,80.2K subscribers,Lecture 1 | Figure Matrix | Reasoning and Military Aptitude AFCAT 2 2020 | Sonal Aggarwal,,"In today's lecture, our expert, Sonal Aggarwal will be discussing on the Part 1 of Figure Matrix. This is the most important part of the reasoning section. Knowing about this will help you get a deeper insight into practi",Let's Crack Defence Exams
https://www.youtube.com/watch?v=gJJWp7q_cfY&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBGaWd1cmUgTWF0cml4IA%3D%3D,Figure Matrix,16K,1.5M,2022.0,410K subscribers,ASSESSMENT TEST PRACTICE â€“ TOP Questions & ANSWERS You MUST Know!,,Learn how to get ready for Assessment Test with this Practice Exercises. Very frequently company would like to test job candidates before hiring and uses Aptitude Assessment Test to determine candidateâ€™s fit for the position as part of the employment process. ,Online Training for Everyone
https://www.youtube.com/watch?v=FVmYcrU_chw&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBGaWd1cmUgTWF0cml4IA%3D%3D,Figure Matrix,144,1.2K,2021.0,80.2K subscribers,Figure Matrix | Reasoning and Military Aptitude | Afcat 2020,,"This is AFCAT special. In this, Sonal Aggarwal, our reasoning expert, will discuss Figure Matrix.
The aspirant should watch the entire video to get the gist of the types of questions, exam pattern and m",Let's Crack Defence Exams
https://www.youtube.com/watch?v=t7zRboobwAA&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBGaWd1cmUgTWF0cml4IA%3D%3D,Figure Matrix,34K,1.9M,2018.0,1.21M subscribers,"Non Verbal Analogy - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Non Verbal Analogy . Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=aVOEROiUJwo&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBHYW1lcyBhbmQgUmFjZXMg0gcJCX4JAYcqIYzv,Games and Races,494,20K,2023.0,153K subscribers,RACES & GAMES CONCEPT || LESSON #1 || Q. 01 to Q. 10 Covered || #SivaReddyLogics,,RACES & GAMES CONCEPT || LESSON #1 || Q. 01 to Q. 10 Covered || ,SIVA REDDY LOGICS - The Road Map to Govt. Jobs
https://www.youtube.com/watch?v=ALS8CqmTFQo&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBHYW1lcyBhbmQgUmFjZXMg,Games and Races,11,264,,3.47K subscribers,Races and Games of Skill | Chapter-26 | RS Aggarwal | Quantitative Aptitude | Haroon Rashid | IIT,,#upsc,Study4Knowledge Institute
https://www.youtube.com/watch?v=N4cyFF0az5o&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBHYW1lcyBhbmQgUmFjZXMg,Games and Races,457,26K,2019.0,47.2K subscribers,"Races and Games best Shortcuts & tricks for Bank PO/Clerk, SSC Part 1:solve in just 10 sec",,All Govt. Maths video Playlist,à¤°à¤µà¤¿ World Knowledge Vlogs
https://www.youtube.com/watch?v=xgXzcBqfy_I&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBHYW1lcyBhbmQgUmFjZXMg,Games and Races,346,14K,2022.0,297K subscribers,Races and Games of Skill | Quantitative Aptitude | Chapter - 26 | S. Chand Academy,,"This video is prepared for doubt clarity covering all concepts with examples, making this topic easy to understand to students.
You will get exposure to how problems on this topic appear in government entrance exams like SSC, Ba",S Chand Academy
https://www.youtube.com/watch?v=ks6b7lJmyTs&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBHYW1lcyBhbmQgUmFjZXMg,Games and Races,2,2.5K,2014.0,661 subscribers,Games and Races| Races and Games | Model 2 | aptitude problems | yupmba.com,,"Model 2 races and games
Studying these numerical aptitude problems on races and games are very much useful for preparation of Aptitude exams, Bank Job preparation exams, Bank exams, IBPS, Government exams and  MBA entranc",s yupmba
https://www.youtube.com/watch?v=0X6DzJ9IxuM&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBHYW1lcyBhbmQgUmFjZXMg,Games and Races,4,124,,454 subscribers,"Race and Games - Race and Games aptitude questions test your logical thinking, speed, and accuracy.",,"Race and Games aptitude questions test your logical thinking, speed, and accuracy. Master these concepts to tackle competitive exams and boost your problem-solving edge.",First Focus Career Academy
https://www.youtube.com/watch?v=Pt0jtexl9Hk&pp=ygUnQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBHYW1lcyBhbmQgUmFjZXMg,Games and Races,0,73,2023.0,603 subscribers,28 Races and Games of Skill Quantitative Aptitude,,"Please join Course on Udemy for all nots and videos.
Course Name:  c-dac-pre-cat-course",C-DAC With Rushi
https://www.youtube.com/watch?v=fhU2y4PdWP4&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBIZWlnaHRzIGFuZCBkaXN0YW5jZXMg,Heights and distances,13,5.1K,2015.0,2.26M subscribers,Quantitative aptitude and reasoning tutorial : Height and distance 3,,Learn quantitative aptitude and reasoning tricks for bank po NET GATE exam : free non verbal reasoning and quantitative aptitude problems solved. Learn quick tips and tricks to solve numerical aptitude problems with verbal reasoning and verbal aptitude problems.,Shomu's Biology
https://www.youtube.com/watch?v=5wbhcQsZKIM&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBIZWlnaHRzIGFuZCBkaXN0YW5jZXMg,Heights and distances,17,5.8K,2015.0,2.26M subscribers,Quantitative aptitude and reasoning tutorial : Height and distance 4,,Learn quantitative aptitude and reasoning tricks for bank po NET GATE exam : free non verbal reasoning and quantitative aptitude problems solved. Learn quick tips and tricks to solve numerical aptitude problems with verbal reasoning and verbal aptitude problems.,Shomu's Biology
https://www.youtube.com/watch?v=vvX4KAfZGnE&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBIZWlnaHRzIGFuZCBkaXN0YW5jZXMg0gcJCX4JAYcqIYzv,Heights and distances,240,14K,2022.0,297K subscribers,Height and Distance Tricks | Quantitative Aptitude | Chapter - 34 | S Chand Academy,,"This video has been prepared for doubt clarity by covering all the concepts with examples, making it easy for the students to understand the topic of height and distance.",S Chand Academy
https://www.youtube.com/watch?v=uRA-QqVI3ec&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBIZWlnaHRzIGFuZCBkaXN0YW5jZXMg,Heights and distances,1.4K,87K,2023.0,1.21M subscribers,"Height and Distance - Shortcuts & Tricks for Placement Tests, Job Interviews & Exams | Trigonometry",,"Crack the quantitative aptitude section of Placement Test or Job Interview at any company with shortcuts & tricks on Height & Distance chapter where you apply Trigonometry in real life. Extremely helpful to crack entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
